,RELIANCE.NS,TCS.NS,INFY.NS,HDFCBANK.NS,ICICIBANK.NS,ITC.NS,LT.NS,KOTAKBANK.NS,SBIN.NS,BHARTIARTL.NS,AXISBANK.NS,HCLTECH.NS,MARUTI.NS,ASIANPAINT.NS,WIPRO.NS,ULTRACEMCO.NS,HINDUNILVR.NS,BAJFINANCE.NS,NTPC.NS,TITAN.NS,SUNPHARMA.NS,TECHM.NS,INDUSINDBK.NS,POWERGRID.NS,JSWSTEEL.NS,ADANIENT.NS,BAJAJFINSV.NS,CIPLA.NS,COALINDIA.NS,EICHERMOT.NS,HINDALCO.NS,ONGC.NS,TATACONSUM.NS,NESTLEIND.NS,DRREDDY.NS,M&M.NS,GRASIM.NS,HDFCLIFE.NS,BRITANNIA.NS,APOLLOHOSP.NS,DIVISLAB.NS,BPCL.NS,SBILIFE.NS,TATAMOTORS.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,UPL.NS,TATASTEEL.NS,ADANIPORTS.NS,IOC.NS
2025-01-13 04:37:25.455410,1935.2465823520763,181.28036174649515,170.52809428580377,2396.5964829953546,662.7004412220973,421.9723331989266,4585.892658181405,3142.486037060638,980.4472334641856,1435.8576035943154,956.7092735760215,3669.6043180919046,4690.43006396215,4201.501513690407,3780.7724342612487,4639.2747729774255,3719.1275448484203,1849.8936805724638,2789.407458879044,4420.283998033189,932.416929648603,3073.5500821466817,3024.862383678615,1708.0794657082988,4178.581344338875,2069.9333627523793,4160.399239979617,2894.4059997838135,772.7701603062941,445.6246242054871,4839.628832814458,1323.7464782238405,914.306498087771,1165.5193678644562,477.14899673928505,2085.4659986191155,196.29226545955424,3641.1495149249845,1352.7644943258908,868.8228583159885,675.7590170406293,882.7723551463266,2539.948103653093,3003.1666701178224,3382.7721052101683,1214.9159969886703,1668.887720399349,3161.033280092379,1881.2208411094068,3875.0177566363545
2025-01-14 04:37:25.455410,1893.1789616745418,184.5382940330542,169.8037183580798,2411.154514143662,642.8288312650599,412.8399703694762,4629.150441822821,3204.7082008930847,987.2868358670496,1458.7762799039424,908.8600594285843,3661.1610831668477,4682.498613190272,4247.6562411810955,3821.372190314334,4659.435453576317,3800.961437378899,1872.5634488086514,2734.876108941716,4330.653033932304,935.6966169342205,3065.927358332853,3097.2571599360326,1691.2170326464704,4131.2950888771675,2082.855267618919,4103.673880179278,2817.2288827365333,771.16435652296,448.6961603393803,4756.4686697846,1382.7651581690338,923.1712588506508,1149.3540683241188,486.89029151949774,2035.7627032257958,191.39904796669285,3706.1216816174965,1381.139441192352,841.0069454444022,679.6635947708638,865.9776737408245,2589.8445615997975,2951.5426663936737,3362.8069520175422,1220.8102721735734,1635.4988214751709,3243.000399675929,1910.7162889613937,3874.1407677779625
2025-01-15 04:37:25.455410,1906.2003292930988,178.907427496303,176.24609072389174,2335.471862461183,653.4064037358579,410.9410946169626,4611.71961877512,3170.4869264413396,982.0247949040345,1430.8410819439277,910.4770448413533,3711.529965780539,4628.274129703132,4323.7994973710565,3810.41950831622,4660.021726441578,3698.8140543128766,1847.8594747794073,2675.978189116475,4382.24089860147,933.9585779736219,2998.132632269307,3076.175000591002,1640.6717619361734,4187.484057836242,2120.613581543477,4179.48092126674,2856.8924784533165,776.8039452592845,450.545351568788,4512.612451810919,1409.2433097844773,920.4050617706109,1119.8761297980573,492.2880177804934,2000.28617265651,186.7201349947836,3754.494448596577,1370.6859365603516,851.6797616661182,677.8890003479831,857.5338006406845,2560.9477637729083,2977.1879435759934,3202.732663443076,1205.4655929979574,1654.6124815873502,3191.6860807634584,1921.8633997471582,3725.617162210563
2025-01-16 04:37:25.455410,1917.791601519311,179.24220971893195,176.2656817426767,2308.643128369002,638.8466569332585,423.5076156647592,4718.164512105312,3195.99107627237,950.0993414609217,1425.1282156972554,904.1635620493836,3800.4933984857666,4712.472321177608,4209.566471821291,3905.78707977644,4626.141648654445,3815.1787262577736,1878.0027046051184,2744.203896173728,4469.288387386485,941.0753914495263,3036.971115402557,3040.8379636004283,1548.5593435125522,4242.814255916627,2152.2588772131576,4228.345494778603,2811.9020014894004,795.8829935904996,462.51434147486134,4520.262939779794,1398.248385337145,896.3974898062787,1084.6476906251514,487.94304457459333,2010.0596643975036,185.71521292766602,3735.3835114351123,1384.7745933561216,825.6119949281582,691.7874783608163,844.2158275277905,2582.169948331175,2962.20246028598,3116.7025171066743,1196.7490734299247,1605.855387320641,3100.4003732074743,1907.939523786027,3727.196515877843
2025-01-17 04:37:25.455410,1957.5096518482478,175.5236375229735,173.06613650092262,2310.039566559619,642.5870103997837,401.2652514175558,4712.935297366819,3297.6570883529644,949.6162567673489,1441.5186751335718,886.6713738846472,3816.15306996175,4628.196338100245,4222.311319872831,3998.1274155643514,4732.460812912963,3758.988198397855,1804.944499997107,2662.4213872575438,4441.908777388077,945.6489691168033,3076.7268642317185,2974.8515625597724,1535.3606978723542,4198.3708501210995,2113.8938253137885,4161.661919773825,2810.5506384574614,808.6238663271407,468.1678004288739,4608.364936380298,1418.5425795198607,895.7487053105762,1071.522911688712,473.4222814767873,2042.8983834234757,186.81403975826368,3725.4245697442866,1372.8294437266263,829.3412032855981,725.8544500150415,838.7759287560009,2626.1313618863755,2970.4015044534503,3049.289827682134,1182.1357835439564,1643.378440989085,3120.67456714581,1867.0165266871588,3610.5246923145173
2025-01-20 04:37:25.455410,1935.7469155961994,177.27393266430366,168.67045574818962,2313.365126952039,678.6846881485484,410.2255594704776,4671.4190331391455,3294.969480607373,947.114390214098,1414.3217021581793,896.1189933943009,3719.082962108407,4527.7274966737405,4388.157712755837,4094.1764379474134,4824.509680343309,3775.324233206457,1838.0687453766136,2728.5957902011373,4389.739737279783,956.3614237888896,3028.7720295624176,3119.72972815173,1553.0708010132082,4033.7560021026875,2172.256015582904,4155.304710161956,2802.9419112134174,822.2389569763438,464.54030692627066,4517.22936460305,1499.1059943320033,894.4249422125143,1087.744814970075,476.6023364955622,2020.6046243677497,188.52702299423413,3713.5886058127894,1415.4950332774426,831.4276776765947,701.4052977932786,852.1259236795308,2631.959135416476,2999.1546346678456,3057.019841477453,1187.6521612750075,1622.3616954003103,3088.069289746126,1880.7901727533617,3564.3351706745716
2025-01-21 04:37:25.455410,1916.3828723658105,174.10277063484597,168.4001832540008,2293.6984941842093,657.1567336926622,420.65419215501726,4756.580628941402,3260.029655425642,967.7122625729633,1418.009560313621,897.5346538348499,3750.6719566199267,4581.340817586451,4302.5595592646305,3954.238835967799,4752.346819380758,3766.020106889304,1794.463434379532,2682.5675973671305,4296.6640394012065,984.415650384834,3084.52296528141,3135.10947304937,1591.1291659555627,3986.559203165648,2224.181567300289,4116.429945742892,2822.8905219307567,815.6401841861633,467.16216285233907,4596.0940615386135,1496.7271292005294,912.3255756383511,1084.004673865497,461.79263186791866,2056.064968340916,186.70373195338516,3652.6357600138626,1426.5463953080769,832.5299421817579,719.0071357134119,834.5919757434982,2602.3677999289853,2989.365247655154,3078.9331107224302,1196.8058410416513,1589.8457569333948,3205.020848707359,1844.551316906287,3501.7590660444594
2025-01-22 04:37:25.455410,1895.441400536778,179.5867795044799,161.76534546092785,2323.4179424698655,655.5328809375108,403.4209133863797,4625.283789910201,3384.3122269111536,924.950481343355,1380.8853469838555,865.6289320646339,3703.686771892315,4461.478527924016,4246.390077010758,3972.564680504675,4793.412065631207,3701.735436422805,1821.5872559131508,2647.146642287959,4227.8821365828335,1000.3460076569417,3047.1029065646358,3138.011357785006,1577.1857395033849,4042.5591594678485,2231.26765395857,4335.303649507687,2906.222331331899,822.6044292907758,465.14715066462986,4503.169222039415,1509.2489594021058,895.0433485002013,1074.4745150010936,460.06089689432747,2006.5473741231526,184.9898398028219,3653.432110152871,1401.0923713026834,850.2155239115135,720.8802888040454,842.1502809574133,2575.9708145462087,2984.6667514852775,3077.0207505175204,1175.6069367730545,1545.0007895573083,3208.854536991597,1855.284118610773,3560.1869454554535
2025-01-23 04:37:25.455410,1861.358223873219,176.86333416809322,157.63970524993454,2274.969082213602,650.5185770201547,400.8576769988714,4673.944859844662,3287.9937600662893,929.7639204822473,1364.9673943036987,854.8686533511049,3666.3820030462975,4679.180030986771,4292.1583359150545,4034.8496163952495,4702.6577493639825,3599.009630327615,1823.0180423105799,2640.446425332101,4479.3645504483,1007.0601551772992,3064.0548686712514,3195.2318877758516,1564.9964088212241,3981.91800782047,2235.935370498427,4383.5768119808745,2958.791071367712,811.1379268918485,465.45303314911143,4492.221248907356,1487.7253461719008,913.0752405572997,1075.9650002075264,471.1386885016737,2065.8255069344646,185.5398571262795,3650.68120568107,1420.5621778154875,856.3275280158317,741.2552628228323,813.9062072744523,2597.118147539294,2973.3921628296466,3055.014305329676,1206.0802045283524,1527.8712473687424,3158.9761400591797,1861.440606166117,3570.2857841466434
2025-01-24 04:37:25.455410,1765.0311111841738,175.8125483639099,162.583499698955,2269.62838822741,643.0120001405372,398.0802073836604,4578.831495887389,3145.044551647054,908.7406928666726,1374.3797162686892,805.9142373638629,3711.211883759772,4689.005689580735,4309.720283929622,4067.656055661518,4575.251637162505,3475.2866118309694,1789.1485758751078,2604.607405743336,4593.111704535908,1045.1194772363224,3115.858477422197,3155.238274148921,1601.8959171305632,3983.0378954207526,2261.8300855384277,4402.1423166466775,2896.5158525616425,825.2602616111712,462.6546266286981,4562.091669339906,1493.8622478175107,911.7452403317369,1038.9365807404479,476.9973795653383,2067.4430179373444,180.08122051099585,3670.120371102156,1451.3537344916401,882.0699648788245,752.3645223267465,805.1756307844232,2619.867893039186,3032.581470708339,3033.378587194723,1183.0425698015274,1470.3434783726182,3088.0786376466503,1867.9941022648525,3480.2723815541945
